url,x,y,w,h,label
http://images.cocodataset.org/train2017/000000278656.jpg,176,327,260,374,cell phone
http://images.cocodataset.org/train2017/000000254079.jpg,198,112,211,145,cell phone
http://images.cocodataset.org/train2017/000000180354.jpg,190,193,204,224,cell phone
http://images.cocodataset.org/train2017/000000180354.jpg,456,123,470,155,cell phone
http://images.cocodataset.org/train2017/000000409731.jpg,549,312,560,321,cell phone
http://images.cocodataset.org/train2017/000000073855.jpg,409,98,479,142,cell phone
http://images.cocodataset.org/train2017/000000491653.jpg,104,61,231,112,cell phone
http://images.cocodataset.org/train2017/000000491653.jpg,345,219,410,306,cell phone
http://images.cocodataset.org/train2017/000000041094.jpg,231,48,260,70,cell phone
http://images.cocodataset.org/train2017/000000041094.jpg,23,99,51,117,cell phone
http://images.cocodataset.org/train2017/000000098439.jpg,374,326,472,430,cell phone
http://images.cocodataset.org/train2017/000000557188.jpg,127,281,155,291,cell phone
http://images.cocodataset.org/train2017/000000090251.jpg,332,471,378,515,cell phone
http://images.cocodataset.org/train2017/000000540814.jpg,490,188,498,191,cell phone
http://images.cocodataset.org/train2017/000000352399.jpg,209,370,252,387,cell phone
http://images.cocodataset.org/train2017/000000254096.jpg,163,116,270,211,cell phone
http://images.cocodataset.org/train2017/000000024721.jpg,244,338,277,408,cell phone
http://images.cocodataset.org/train2017/000000434319.jpg,413,151,435,169,cell phone
http://images.cocodataset.org/train2017/000000303247.jpg,145,259,168,269,cell phone
http://images.cocodataset.org/train2017/000000401557.jpg,130,213,179,303,cell phone
http://images.cocodataset.org/train2017/000000458903.jpg,180,189,420,370,cell phone
http://images.cocodataset.org/train2017/000000172187.jpg,219,261,230,276,cell phone
http://images.cocodataset.org/train2017/000000303260.jpg,140,115,151,142,cell phone
http://images.cocodataset.org/train2017/000000483484.jpg,259,463,295,474,cell phone
http://images.cocodataset.org/train2017/000000385182.jpg,235,191,259,216,cell phone
http://images.cocodataset.org/train2017/000000393375.jpg,414,230,536,299,cell phone
http://images.cocodataset.org/train2017/000000303264.jpg,76,73,85,88,cell phone
http://images.cocodataset.org/train2017/000000532635.jpg,269,66,287,89,cell phone
http://images.cocodataset.org/train2017/000000196773.jpg,297,191,304,197,cell phone
http://images.cocodataset.org/train2017/000000196773.jpg,296,196,302,208,cell phone
http://images.cocodataset.org/train2017/000000352421.jpg,172,156,185,167,cell phone
http://images.cocodataset.org/train2017/000000049321.jpg,283,196,304,216,cell phone
http://images.cocodataset.org/train2017/000000442543.jpg,262,104,345,224,cell phone
http://images.cocodataset.org/train2017/000000442543.jpg,82,54,139,127,cell phone
http://images.cocodataset.org/train2017/000000245935.jpg,0,212,15,228,cell phone
http://images.cocodataset.org/train2017/000000204978.jpg,208,66,227,80,cell phone
http://images.cocodataset.org/train2017/000000508083.jpg,204,218,267,280,cell phone
http://images.cocodataset.org/train2017/000000434358.jpg,553,76,561,85,cell phone
http://images.cocodataset.org/train2017/000000458935.jpg,424,171,472,203,cell phone
http://images.cocodataset.org/train2017/000000327864.jpg,126,417,160,469,cell phone
http://images.cocodataset.org/train2017/000000327864.jpg,67,413,124,470,cell phone
http://images.cocodataset.org/train2017/000000377017.jpg,194,147,226,172,cell phone
http://images.cocodataset.org/train2017/000000377017.jpg,262,206,296,244,cell phone
http://images.cocodataset.org/train2017/000000082106.jpg,288,137,353,271,cell phone
http://images.cocodataset.org/train2017/000000336058.jpg,165,85,178,110,cell phone
http://images.cocodataset.org/train2017/000000254136.jpg,132,281,176,310,cell phone
http://images.cocodataset.org/train2017/000000098494.jpg,337,123,404,223,cell phone
http://images.cocodataset.org/train2017/000000434370.jpg,28,143,31,148,cell phone
http://images.cocodataset.org/train2017/000000065732.jpg,149,187,435,374,cell phone
http://images.cocodataset.org/train2017/000000540868.jpg,275,42,312,83,cell phone
http://images.cocodataset.org/train2017/000000237767.jpg,453,454,470,506,cell phone
http://images.cocodataset.org/train2017/000000057545.jpg,342,165,357,184,cell phone
http://images.cocodataset.org/train2017/000000164042.jpg,332,170,348,208,cell phone
http://images.cocodataset.org/train2017/000000164042.jpg,343,254,347,261,cell phone
http://images.cocodataset.org/train2017/000000508105.jpg,297,196,339,223,cell phone
http://images.cocodataset.org/train2017/000000073929.jpg,0,379,24,510,cell phone
http://images.cocodataset.org/train2017/000000221390.jpg,378,575,435,612,cell phone
http://images.cocodataset.org/train2017/000000188623.jpg,165,356,245,439,cell phone
http://images.cocodataset.org/train2017/000000090319.jpg,60,165,155,195,cell phone
http://images.cocodataset.org/train2017/000000262353.jpg,373,194,397,208,cell phone
http://images.cocodataset.org/train2017/000000327892.jpg,115,67,148,94,cell phone
http://images.cocodataset.org/train2017/000000565460.jpg,221,251,232,274,cell phone
http://images.cocodataset.org/train2017/000000090324.jpg,617,284,628,305,cell phone
http://images.cocodataset.org/train2017/000000450777.jpg,66,114,85,142,cell phone
http://images.cocodataset.org/train2017/000000024794.jpg,50,397,102,448,cell phone
http://images.cocodataset.org/train2017/000000024794.jpg,358,41,409,73,cell phone
http://images.cocodataset.org/train2017/000000024794.jpg,95,299,113,312,cell phone
http://images.cocodataset.org/train2017/000000049371.jpg,205,179,222,188,cell phone
http://images.cocodataset.org/train2017/000000442587.jpg,159,316,324,639,cell phone
http://images.cocodataset.org/train2017/000000426205.jpg,60,157,89,223,cell phone
http://images.cocodataset.org/train2017/000000450781.jpg,93,31,437,301,cell phone
http://images.cocodataset.org/train2017/000000491743.jpg,377,289,385,299,cell phone
http://images.cocodataset.org/train2017/000000336101.jpg,92,249,130,323,cell phone
http://images.cocodataset.org/train2017/000000139494.jpg,9,257,91,347,cell phone
http://images.cocodataset.org/train2017/000000573670.jpg,444,206,494,233,cell phone
http://images.cocodataset.org/train2017/000000024808.jpg,280,211,289,218,cell phone
http://images.cocodataset.org/train2017/000000024808.jpg,139,187,142,190,cell phone
http://images.cocodataset.org/train2017/000000565480.jpg,370,193,393,205,cell phone
http://images.cocodataset.org/train2017/000000565480.jpg,129,129,136,136,cell phone
http://images.cocodataset.org/train2017/000000344298.jpg,41,355,84,405,cell phone
http://images.cocodataset.org/train2017/000000344298.jpg,48,449,50,451,cell phone
http://images.cocodataset.org/train2017/000000368875.jpg,206,275,234,287,cell phone
http://images.cocodataset.org/train2017/000000221420.jpg,514,129,547,169,cell phone
http://images.cocodataset.org/train2017/000000008429.jpg,348,298,367,318,cell phone
http://images.cocodataset.org/train2017/000000016616.jpg,571,44,572,47,cell phone
http://images.cocodataset.org/train2017/000000024815.jpg,403,91,536,313,cell phone
http://images.cocodataset.org/train2017/000000139503.jpg,498,281,568,310,cell phone
http://images.cocodataset.org/train2017/000000508147.jpg,180,102,557,213,cell phone
http://images.cocodataset.org/train2017/000000221427.jpg,568,159,587,195,cell phone
http://images.cocodataset.org/train2017/000000516341.jpg,499,372,566,391,cell phone
http://images.cocodataset.org/train2017/000000139512.jpg,129,197,178,220,cell phone
http://images.cocodataset.org/train2017/000000532732.jpg,208,216,245,313,cell phone
http://images.cocodataset.org/train2017/000000286972.jpg,285,154,293,163,cell phone
http://images.cocodataset.org/train2017/000000286972.jpg,254,193,261,195,cell phone
http://images.cocodataset.org/train2017/000000049408.jpg,117,295,126,318,cell phone
http://images.cocodataset.org/train2017/000000155908.jpg,433,117,445,135,cell phone
http://images.cocodataset.org/train2017/000000557321.jpg,302,45,365,91,cell phone
http://images.cocodataset.org/train2017/000000557321.jpg,76,145,126,176,cell phone
http://images.cocodataset.org/train2017/000000557321.jpg,117,179,162,209,cell phone
http://images.cocodataset.org/train2017/000000065806.jpg,225,459,403,570,cell phone
http://images.cocodataset.org/train2017/000000082191.jpg,270,309,297,332,cell phone
http://images.cocodataset.org/train2017/000000049424.jpg,283,288,297,298,cell phone
http://images.cocodataset.org/train2017/000000393489.jpg,65,111,229,442,cell phone
http://images.cocodataset.org/train2017/000000573714.jpg,40,442,94,482,cell phone
http://images.cocodataset.org/train2017/000000426259.jpg,224,232,246,245,cell phone
http://images.cocodataset.org/train2017/000000377105.jpg,415,146,436,172,cell phone
http://images.cocodataset.org/train2017/000000311578.jpg,185,235,204,259,cell phone
http://images.cocodataset.org/train2017/000000172315.jpg,211,144,225,157,cell phone
http://images.cocodataset.org/train2017/000000024859.jpg,403,226,405,230,cell phone
http://images.cocodataset.org/train2017/000000237853.jpg,498,226,560,250,cell phone
http://images.cocodataset.org/train2017/000000573725.jpg,287,361,336,375,cell phone
http://images.cocodataset.org/train2017/000000557344.jpg,220,89,439,286,cell phone
http://images.cocodataset.org/train2017/000000155937.jpg,540,305,559,339,cell phone
http://images.cocodataset.org/train2017/000000426274.jpg,463,152,476,177,cell phone
http://images.cocodataset.org/train2017/000000106788.jpg,116,221,149,321,cell phone
http://images.cocodataset.org/train2017/000000106788.jpg,83,278,127,350,cell phone
http://images.cocodataset.org/train2017/000000049445.jpg,451,237,577,356,cell phone
http://images.cocodataset.org/train2017/000000278822.jpg,436,140,453,149,cell phone
http://images.cocodataset.org/train2017/000000246053.jpg,253,259,262,271,cell phone
http://images.cocodataset.org/train2017/000000442666.jpg,279,236,327,315,cell phone
http://images.cocodataset.org/train2017/000000557355.jpg,235,398,274,418,cell phone
http://images.cocodataset.org/train2017/000000557355.jpg,210,273,214,276,cell phone
http://images.cocodataset.org/train2017/000000565546.jpg,331,194,360,214,cell phone
http://images.cocodataset.org/train2017/000000057646.jpg,312,136,358,196,cell phone
http://images.cocodataset.org/train2017/000000237872.jpg,199,375,237,442,cell phone
http://images.cocodataset.org/train2017/000000237872.jpg,309,269,331,314,cell phone
http://images.cocodataset.org/train2017/000000237872.jpg,376,275,421,294,cell phone
http://images.cocodataset.org/train2017/000000237872.jpg,562,231,600,285,cell phone
http://images.cocodataset.org/train2017/000000500018.jpg,118,136,173,155,cell phone
http://images.cocodataset.org/train2017/000000368949.jpg,233,191,266,215,cell phone
http://images.cocodataset.org/train2017/000000360760.jpg,319,158,351,221,cell phone
http://images.cocodataset.org/train2017/000000287035.jpg,143,183,167,222,cell phone
http://images.cocodataset.org/train2017/000000311612.jpg,416,404,492,425,cell phone
http://images.cocodataset.org/train2017/000000565564.jpg,471,134,491,140,cell phone
http://images.cocodataset.org/train2017/000000262463.jpg,164,184,179,232,cell phone
http://images.cocodataset.org/train2017/000000262463.jpg,403,336,435,373,cell phone
http://images.cocodataset.org/train2017/000000549184.jpg,394,117,410,137,cell phone
http://images.cocodataset.org/train2017/000000246081.jpg,66,310,120,354,cell phone
http://images.cocodataset.org/train2017/000000074051.jpg,339,214,372,268,cell phone
http://images.cocodataset.org/train2017/000000311620.jpg,309,135,323,162,cell phone
http://images.cocodataset.org/train2017/000000033093.jpg,331,586,363,605,cell phone
http://images.cocodataset.org/train2017/000000000328.jpg,434,283,469,301,cell phone
http://images.cocodataset.org/train2017/000000377160.jpg,94,64,130,170,cell phone
http://images.cocodataset.org/train2017/000000164170.jpg,258,218,286,276,cell phone
http://images.cocodataset.org/train2017/000000491851.jpg,108,278,173,316,cell phone
http://images.cocodataset.org/train2017/000000491851.jpg,178,278,210,308,cell phone
http://images.cocodataset.org/train2017/000000360779.jpg,15,10,335,619,cell phone
http://images.cocodataset.org/train2017/000000254281.jpg,46,86,484,354,cell phone
http://images.cocodataset.org/train2017/000000205134.jpg,14,227,31,259,cell phone
http://images.cocodataset.org/train2017/000000434511.jpg,91,339,144,390,cell phone
http://images.cocodataset.org/train2017/000000074065.jpg,230,289,261,338,cell phone
http://images.cocodataset.org/train2017/000000246099.jpg,226,223,290,292,cell phone
http://images.cocodataset.org/train2017/000000246099.jpg,192,284,268,374,cell phone
http://images.cocodataset.org/train2017/000000057684.jpg,452,169,477,219,cell phone
http://images.cocodataset.org/train2017/000000057684.jpg,0,194,22,228,cell phone
http://images.cocodataset.org/train2017/000000565594.jpg,208,211,259,286,cell phone
http://images.cocodataset.org/train2017/000000565594.jpg,350,194,404,271,cell phone
http://images.cocodataset.org/train2017/000000229724.jpg,279,228,375,335,cell phone
http://images.cocodataset.org/train2017/000000147806.jpg,143,275,169,303,cell phone
http://images.cocodataset.org/train2017/000000295263.jpg,162,313,176,320,cell phone
http://images.cocodataset.org/train2017/000000295263.jpg,347,316,372,329,cell phone
http://images.cocodataset.org/train2017/000000295263.jpg,208,413,232,423,cell phone
http://images.cocodataset.org/train2017/000000213342.jpg,69,530,89,547,cell phone
http://images.cocodataset.org/train2017/000000106849.jpg,105,473,137,497,cell phone
http://images.cocodataset.org/train2017/000000139617.jpg,370,249,424,325,cell phone
http://images.cocodataset.org/train2017/000000139617.jpg,246,244,377,319,cell phone
http://images.cocodataset.org/train2017/000000319841.jpg,387,405,471,460,cell phone
http://images.cocodataset.org/train2017/000000016737.jpg,104,109,158,173,cell phone
http://images.cocodataset.org/train2017/000000237923.jpg,389,208,435,288,cell phone
http://images.cocodataset.org/train2017/000000033126.jpg,233,84,609,413,cell phone
http://images.cocodataset.org/train2017/000000459111.jpg,326,53,334,58,cell phone
http://images.cocodataset.org/train2017/000000180584.jpg,341,361,394,379,cell phone
http://images.cocodataset.org/train2017/000000377190.jpg,155,430,252,498,cell phone
http://images.cocodataset.org/train2017/000000278890.jpg,296,272,474,346,cell phone
http://images.cocodataset.org/train2017/000000033131.jpg,1,189,364,474,cell phone
http://images.cocodataset.org/train2017/000000033131.jpg,277,0,639,475,cell phone
http://images.cocodataset.org/train2017/000000360811.jpg,42,291,111,311,cell phone
http://images.cocodataset.org/train2017/000000336231.jpg,254,329,325,354,cell phone
http://images.cocodataset.org/train2017/000000115055.jpg,404,300,446,331,cell phone
http://images.cocodataset.org/train2017/000000098672.jpg,73,175,87,217,cell phone
http://images.cocodataset.org/train2017/000000426355.jpg,27,165,212,293,cell phone
http://images.cocodataset.org/train2017/000000573815.jpg,87,336,162,389,cell phone
http://images.cocodataset.org/train2017/000000008568.jpg,238,365,271,392,cell phone
http://images.cocodataset.org/train2017/000000393592.jpg,155,236,167,271,cell phone
http://images.cocodataset.org/train2017/000000450940.jpg,355,54,376,61,cell phone
http://images.cocodataset.org/train2017/000000024958.jpg,122,221,155,306,cell phone
http://images.cocodataset.org/train2017/000000262531.jpg,466,271,479,280,cell phone
http://images.cocodataset.org/train2017/000000000387.jpg,332,111,542,204,cell phone
http://images.cocodataset.org/train2017/000000516487.jpg,168,241,227,304,cell phone
http://images.cocodataset.org/train2017/000000475527.jpg,241,122,248,130,cell phone
http://images.cocodataset.org/train2017/000000000395.jpg,291,289,310,311,cell phone
http://images.cocodataset.org/train2017/000000000395.jpg,619,305,634,316,cell phone
http://images.cocodataset.org/train2017/000000131470.jpg,260,85,408,201,cell phone
http://images.cocodataset.org/train2017/000000450959.jpg,278,107,350,225,cell phone
http://images.cocodataset.org/train2017/000000450959.jpg,334,103,394,203,cell phone
http://images.cocodataset.org/train2017/000000450959.jpg,381,105,445,190,cell phone
http://images.cocodataset.org/train2017/000000450959.jpg,452,189,515,302,cell phone
http://images.cocodataset.org/train2017/000000450959.jpg,164,57,209,124,cell phone
http://images.cocodataset.org/train2017/000000450959.jpg,285,222,407,381,cell phone
http://images.cocodataset.org/train2017/000000450959.jpg,401,262,485,385,cell phone
http://images.cocodataset.org/train2017/000000188819.jpg,140,2,631,380,cell phone
http://images.cocodataset.org/train2017/000000188819.jpg,76,53,325,451,cell phone
http://images.cocodataset.org/train2017/000000336276.jpg,528,278,575,331,cell phone
http://images.cocodataset.org/train2017/000000278931.jpg,486,249,536,268,cell phone
http://images.cocodataset.org/train2017/000000246166.jpg,400,290,427,338,cell phone
http://images.cocodataset.org/train2017/000000172439.jpg,53,157,64,175,cell phone
http://images.cocodataset.org/train2017/000000172439.jpg,483,67,489,79,cell phone
http://images.cocodataset.org/train2017/000000254360.jpg,473,209,501,255,cell phone
http://images.cocodataset.org/train2017/000000270740.jpg,331,98,336,106,cell phone
http://images.cocodataset.org/train2017/000000164250.jpg,387,212,406,219,cell phone
http://images.cocodataset.org/train2017/000000311706.jpg,431,128,452,163,cell phone
http://images.cocodataset.org/train2017/000000352670.jpg,39,308,140,445,cell phone
http://images.cocodataset.org/train2017/000000401828.jpg,258,122,270,150,cell phone
http://images.cocodataset.org/train2017/000000401828.jpg,257,139,270,155,cell phone
http://images.cocodataset.org/train2017/000000401828.jpg,35,149,46,162,cell phone
http://images.cocodataset.org/train2017/000000205221.jpg,165,292,185,305,cell phone
http://images.cocodataset.org/train2017/000000524709.jpg,213,43,257,140,cell phone
http://images.cocodataset.org/train2017/000000475561.jpg,96,25,356,621,cell phone
http://images.cocodataset.org/train2017/000000131498.jpg,106,0,135,23,cell phone
http://images.cocodataset.org/train2017/000000319917.jpg,440,55,471,91,cell phone
http://images.cocodataset.org/train2017/000000319917.jpg,449,95,485,136,cell phone
http://images.cocodataset.org/train2017/000000426414.jpg,297,244,348,274,cell phone
http://images.cocodataset.org/train2017/000000115117.jpg,239,472,344,526,cell phone
http://images.cocodataset.org/train2017/000000123312.jpg,6,563,68,604,cell phone
http://images.cocodataset.org/train2017/000000123312.jpg,195,465,242,479,cell phone
http://images.cocodataset.org/train2017/000000459184.jpg,313,213,329,280,cell phone
http://images.cocodataset.org/train2017/000000344498.jpg,170,297,189,308,cell phone
http://images.cocodataset.org/train2017/000000508339.jpg,356,269,383,295,cell phone
http://images.cocodataset.org/train2017/000000508339.jpg,215,19,282,56,cell phone
http://images.cocodataset.org/train2017/000000328115.jpg,10,56,317,226,cell phone
http://images.cocodataset.org/train2017/000000328115.jpg,136,175,339,373,cell phone
http://images.cocodataset.org/train2017/000000475571.jpg,347,188,512,424,cell phone
http://images.cocodataset.org/train2017/000000074166.jpg,33,126,39,133,cell phone
http://images.cocodataset.org/train2017/000000147894.jpg,468,87,621,393,cell phone
http://images.cocodataset.org/train2017/000000500152.jpg,223,188,240,204,cell phone
http://images.cocodataset.org/train2017/000000238009.jpg,319,513,352,540,cell phone
http://images.cocodataset.org/train2017/000000213426.jpg,145,578,214,601,cell phone
http://images.cocodataset.org/train2017/000000213426.jpg,145,430,223,607,cell phone
http://images.cocodataset.org/train2017/000000188854.jpg,196,164,216,171,cell phone
http://images.cocodataset.org/train2017/000000541117.jpg,277,241,326,270,cell phone
http://images.cocodataset.org/train2017/000000065982.jpg,345,54,359,65,cell phone
http://images.cocodataset.org/train2017/000000262594.jpg,520,80,533,108,cell phone
http://images.cocodataset.org/train2017/000000336324.jpg,345,322,384,354,cell phone
http://images.cocodataset.org/train2017/000000229833.jpg,66,116,212,453,cell phone
http://images.cocodataset.org/train2017/000000557514.jpg,216,147,415,344,cell phone
http://images.cocodataset.org/train2017/000000197068.jpg,27,165,359,473,cell phone
http://images.cocodataset.org/train2017/000000197068.jpg,233,0,530,198,cell phone
http://images.cocodataset.org/train2017/000000336333.jpg,368,271,395,290,cell phone
http://images.cocodataset.org/train2017/000000066001.jpg,463,308,500,328,cell phone
http://images.cocodataset.org/train2017/000000066001.jpg,583,297,626,320,cell phone
http://images.cocodataset.org/train2017/000000008657.jpg,189,254,207,300,cell phone
http://images.cocodataset.org/train2017/000000008657.jpg,435,242,440,249,cell phone
http://images.cocodataset.org/train2017/000000303570.jpg,28,41,403,567,cell phone
http://images.cocodataset.org/train2017/000000500179.jpg,212,229,233,240,cell phone
